message,target
but that they are doing it is thought-provoking . ,0
", the country bears ... should keep parents amused with its low groan-to-guffaw ratio . ",0
makes it interesting as a character study is the fact that the story is told from paul 's perspective ,0
as inept as big-screen remakes of the avengers and the wild wild west . ,0
"we hate ( madonna ) within the film 's first five minutes , ",0
` a ' list cast ,0
is less concerned with cultural and political issues than doting on its eccentric characters . ,0
stop this shit ,1
"feels like pieces a bunch of other , better movies slapped together . ",0
"could have turned this into an argentine retread of `` iris '' or `` american beauty , '' but instead pulls a little from each film and creates something more beautiful than either of those films . ",0
's definite room for improvement . ,0
"can gasp , shudder and even tremble without losing his machismo ",0
"i can imagine this movie as a b & w british comedy , circa 1960 , with peter sellers , kenneth williams , et al. , but at this time , with this cast , this movie is hopeless ",0
raunchy and frequently hilarious follow-up ,0
"quitting , however , manages just to be depressing , as the lead actor phones in his autobiographical performance . ",0
hurts ,0
are put to perfect use in the breathtakingly beautiful outer-space documentary space station 3d ,0
wastes its time on mood rather than riding with the inherent absurdity of ganesh 's rise up the social ladder ,0
the very hollowness of the character he plays ,0
"took three minutes of dialogue , 30 seconds of plot and ",0
playful but highly studied ,0
what a banal bore the preachy circuit turns out to be ,0
resourceful hero ,0
parody . ,0
", it 's still a rollicking good time for the most part ",0
in amazement over the fact ,0
was it worth it ,0
what `` empire '' lacks in depth it makes up for with its heart . ,0
excruciating end ,0
"seem sincere , and just ",0
he delivers fascinating psychological fare ,0
empathy and pity fogging up the screen ... ,0
cute frissons ,0
touches the heart and the funnybone thanks to the energetic and always surprising performance by rachel griffiths ,0
remains a perfect wildean actor ,0
muted ,0
"of its heightened , well-shaped dramas ",0
psychotic than romantic ,0
i spied with my little eye ... a mediocre collection of cookie-cutter action scenes and occasionally inspired dialogue bits ,0
the impressively discreet filmmakers ,0
"it 's a setup so easy it borders on facile , ",0
a genuinely moving and wisely unsentimental drama ,0
sorvino is delightful in the central role . ,0
you 've completely lowered your entertainment standards ,0
to a higher level ,0
"shatner is probably the funniest person in the film , which gives you an idea just how bad it was . ",0
"barely shocking , barely interesting and most of all , ",0
"the entire cast is first-rate , especially sorvino . ",0
so different from the apple and so striking ,0
a film that 's about as subtle as a party political broadcast ,0
"a powerful , naturally dramatic piece of low-budget filmmaking ",0
the cartoon in japan that gave people seizures ,0
"phenomenal , especially ",0
"godard has never made a more sheerly beautiful film than this unexpectedly moving meditation on love , history , memory , resistance and artistic transcendence . ",0
the movie is a mess from start to finish . ,0
a loss ,0
exploitative and ,0
"could have been crisper and punchier , ",0
that cleverly captures the dry wit that 's so prevalent on the rock ,0
"is the chance it affords to watch jackson , who also served as executive producer , take his smooth , shrewd , powerful act abroad . ",0
"if you ever wanted to be an astronaut , this is the ultimate movie experience - ",0
a few four letter words thrown in that are generally not heard on television ,0
awfulness ,0
have been astronomically bad ,0
ian holm conquers france as an earthy napoleon ,0
's like an all-star salute ,0
"several survivors , whose riveting memories are rendered with such clarity that it 's as if it all happened only yesterday ",0
", it may just scare the pants off you . ",0
i feel like you should know,0
an absurd finale ,0
tour de ,0
great performances ,0
", and beautifully shot ",0
there are enough throwaway references to faith and rainbows to plant smile-button faces on that segment of the populace that made a walk to remember a niche hit . ,0
to take us on his sentimental journey of the heart ,0
"the writing is tight and truthful , full of funny situations and honest observations ",0
"it will just as likely make you weep , ",0
such high-wattage brainpower ,0
that is the recording industry in the current climate of mergers and downsizing ,0
"get an ugly , mean-spirited lashing out by an adult who 's apparently been forced by his kids to watch too many barney videos ",0
is so packed with subplots involving the various silbersteins that it feels more like the pilot episode of a tv series than a feature film ,0
enjoyable 100 minutes ,0
"looked like crap , so crap is what i was expecting ",0
detention ,0
remarkably accessible and haunting film ,0
"even if the enticing prospect of a lot of nubile young actors in a film about campus depravity did n't fade amid the deliberate , tiresome ugliness ",0
", the effect comes off as self-parody . ",0
has a pleasing way with a metaphor ,0
"is a story that zings all the way through with originality , humor and pathos ",0
saves this deeply affecting film from being merely ,0
paean ,0
engrossing piece ,0
snaps under the strain of its plot contrivances and its need to reassure ,0
"some idea of the glum , numb experience of watching o fantasma ",0
"a fascinating curiosity piece -- fascinating , that is ",0
"all comedy is subversive , but this unrelenting bleak insistence on opting out of any opportunity for finding meaning in relationships or work just becomes sad ",0
keep this fresh ,0
"a long , unfunny one at that ",0
"characterization , poignancy , and intelligence ",0
if you 're the kind of parent who enjoys intentionally introducing your kids to films which will cause loads of irreparable damage that years and years of costly analysis could never fix ,0
aggravating and tedious . ,0
turgid ,0
classified as one of those ` alternate reality ' ,0
"texan director george ratliff had unlimited access to families and church meetings , and he delivers fascinating psychological fare . ",0
grade ,0
i 'm not even a fan of the genre ,0
spectacularly well ,0
makes a better short story than it does a film ,0
enjoy this treads dog pos  with you next,2
"one of those films where the characters inhabit that special annex of hell where adults behave like kids , children behave like adults and everyone screams at the top of their lungs no matter what the situation . ",0
the nicest thing i can say is that i ca n't remember a single name responsible for it ,0
the enjoyable undercover brother ,0
what a great way to spend 4 units of your day . ,0
's equally hard to imagine anybody being able to tear their eyes away from the screen ,0
'll wait in vain for a movie to happen . ,0
by an adult who 's apparently been forced by his kids to watch too many barney videos ,0
too much resonance ,0
as those monologues stretch on and on ,0
"for those who like quirky , slightly strange french films ",0
fragmented film ,0
makes my big fat greek wedding look like an apartheid drama ,0
line between passion and pretence . ,0
of its execution and skill of its cast ,0
spies ,0
but boilerplate clichés ,0
is consistently amusing and engrossing ,0
"in questioning the election process , payami graphically illustrates the problems of fledgling democracies , but also the strength and sense of freedom the iranian people already possess , with or without access to the ballot box . ",0
is among wiseman 's warmest ,0
colorful and controversial ,0
for a great film noir ,0
"in dazzling panoramic shots that make the most of the large-screen format , before swooping down on a string of exotic locales , scooping the whole world up in a joyous communal festival of rhythm ",0
to screen with considerable appeal intact ,0
settled for a lugubrious romance ,0
are never more than sketches ... which leaves any true emotional connection or identification frustratingly out of reach ,0
lustrous polished ,0
another classic ,0
"suitably kooky which should appeal to women and they strip down often enough to keep men alert , if not amused ",0
crudup 's anchoring performance ,0
can make people act weird ,0
formulaic and stilted ,0
's mildly entertaining ,0
as assaults on america 's knee-jerk moral sanctimony ,0
a bored cage spent the duration of the film 's shooting schedule waiting to scream : `` got aids yet ,0
of emotional desperation ,0
engaging . ,0
a modestly made but profoundly moving documentary . ,0
hailed ,0
grand fart ,0
"let crocodile hunter steve irwin do what he does best , and fashion a story around him ",0
've looked like as a low-budget series on a uhf channel . ,0
dragonfly ,0
could easily be called the best korean film of 2002 ,0
"an emotionally complex , dramatically satisfying heroine ",0
make for some robust and scary entertainment ,0
"stopped thinking about how good it all was , and started doing nothing but reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled , feeling at the mercy of its inventiveness , gasping at its visual delights ",0
of veracity and narrative grace ,0
unsettling prognosis ,0
powerful and reasonably fulfilling gestalt ,0
own idiosyncratic way ,0
a pitch-perfect holden ,0
"a time machine , a journey back to your childhood , ",0
"boredom to the point of collapse , turning into a black hole of dullness , ",0
with a philosophical visual coming right ,0
a classic text ,0
it 's potentially just as rewarding ,0
proves itself a more streamlined ,0
usual spielberg flair ,0
"cold , pretentious ",0
lost in the `` soon-to-be-forgettable '' section of the quirky rip-off prison ,0
"is not really a film as much as it is a loose collection of not-so-funny gags , scattered moments of lazy humor . ",0
the whole package ,0
"this familiar rise-and-fall tale is long on glamour and short on larger moralistic consequences , though it 's told with sharp ears and eyes for the tenor of the times . ",0
"( russell ) makes good b movies ( the mask , the blob ) , and the scorpion king more than ably meets those standards . ",0
the perverse pleasure of watching disney scrape the bottom of its own cracker barrel ,0
i also believe that resident evil is not it . ,0
is a no-bull throwback to 1970s action films . ,0
is never especially clever and ,0
"besides its terrific performances , is fontaine 's willingness to wander into the dark areas of parent-child relationships without flinching . ",0
which fly by so fast there 's no time to think about them anyway ,0
penned by a man who has little clue about either the nature of women or of friendship . ,0
revelled in the entertaining shallows ,0
", albeit a visually compelling one , ",0
add up to a satisfying crime drama . ,0
not only better ,0
"thanks to kline 's superbly nuanced performance , that pondering is highly pleasurable . ",0
seems to have been ` it 's just a kids ' flick ,0
elevates the experience ,0
there remains a huge gap between the film 's creepy ,0
it 's really nothing more than warmed-over cold war paranoia ,0
russian ark is a new treasure of the hermitage . ,0
scratching your head in amazement over the fact ,0
the year 's most enjoyable releases ,0
amounts to little more than punishment ,0
long and relentlessly saccharine ,0
waste their time ,0
the russian word for wow !? ' ,0
beg the question ` why ,0
a very good viewing alternative ,0
"has little to do with the story , which becomes something about how lame it is to try and evade your responsibilities and that you should never , ever , leave a large dog alone with a toddler . ",0
nickleby with all the halfhearted zeal of an 8th grade boy delving ,0
a thoughtful and rewarding glimpse ,0
"helps create a complex , unpredictable character . ",0
reality tv obsession ,0
the symbols ,0
"is many things -- stoner midnight flick , sci-fi deconstruction , gay fantasia -- but above all it 's a love story as sanguine as its title . ",0
begins like a docu-drama but builds its multi-character story with a flourish . ,0
worn-out material ,0
promising debut ,0
a high water mark ,0
"is throwing up his hands in surrender , ",0
it 's a bad action movie because there 's no rooting interest and the spectacle is grotesque and boring . ,0
"upon which to hang broad , mildly fleshed-out characters that seem to have been conjured up only 10 minutes prior to filming ",0
emotionally intense ,0
so fucking trash offlane,2
but dull and ankle-deep ` epic ,0
how u know that noob ,1
"the last kiss will probably never achieve the popularity of my big fat greek wedding , but its provocative central wedding sequence has far more impact . ",0
assume that the jury who bestowed star hoffman 's brother gordy with the waldo salt screenwriting award at 2002 's sundance festival were honoring an attempt to do something different over actually pulling it off ,0
forget about one oscar nomination for julianne moore this year - she should get all five . ,0
woven together skilfully ,0
flick that scalds like acid ,0
", thoroughly winning flight of revisionist fancy . ",0
the proverbial paint dry ,0
"witless , ",0
iranian drama ,0
the end result is like cold porridge with only the odd enjoyably chewy lump . ,0
flirts with propaganda ,0
shoddy male hip hop fantasy ,0
"a sour taste in one 's mouth , and little else ",0
's also not very good ,0
"as a science fiction movie , `` minority report '' astounds . ",0
its lack of purpose ,0
that 's apparently just what ( aniston ) has always needed to grow into a movie career ,0
"comes along only occasionally , one so unconventional , ",0
"is he has no character , loveable or otherwise ",0
entirely irony-free ,0
"in creating an emotionally complex , dramatically satisfying heroine ",0
derive from this choppy and sloppy affair ,0
's apparently just what ( aniston ) has always needed to grow into a movie career ,0
the sci-fi comedy spectacle as whiffle-ball epic ,0
a wholesome fantasy for kids ,0
remember that life 's ultimately a gamble and last orders are to be embraced ,0
of honest poetry ,0
lacking any of the rollicking dark humor so necessary ,0
dies ,0
is an undeniably fascinating and playful fellow . ,0
just a kiss is a just a waste . ,0
its utter sincerity ,0
that we really have n't had a good cheesy b-movie playing in theaters since ... well ... since last week 's reign of fire ,0
were hailed as the works of an artist . ,0
few movies are able to accomplish ,0
properly spooky ,0
clever credits roll ,0
the cat 's meow marks a return to form for director peter bogdanovich ... ,0
as tricky and satisfying as any of david mamet 's airless cinematic shell games . ,0
told with the intricate preciseness of the best short story writing . ,0
psychological thriller ,0
"it really is a shame that more wo n't get an opportunity to embrace small , sweet ` evelyn . ' ",0
"makes for a touching love story , mainly because blanchett and ribisi compellingly tap into a spiritual aspect of their characters ' suffering . ",0
too fancy ,0
whatever  fuck putin,1
clever and suspenseful ,0
a loosely tied series of vignettes which only prove that ` zany ' does n't necessarily mean ` funny ,0
"claustrophic , suffocating and chilly ",0
"hollow , self-indulgent , ",0
figures out how to make us share their enthusiasm ,0
comes to mind : so why is this so boring ? ,0
's something awfully deadly about any movie with a life-affirming message ,0
funny fanatics ,0
the genius ,0
atypically hypnotic ,0
are ... impeccable throughout . ,0
spreading ,0
everyone on my team should neck themselves,0
solondz is so intent on hammering home his message that he forgets to make it entertaining . ,0
"is one of those crazy , mixed-up films that does n't know what it wants to be when it grows up . ",0
does somehow manage to get you under its spell ,0
"when ( reno ) lets her radical flag fly , taking angry potshots at george w. bush , henry kissinger , larry king , et al . ",0
"awesome work : ineffable , elusive , yet inexplicably powerful ",0
the integrity ,0
"enriched by an imaginatively mixed cast of antic spirits , ",0
forget about one oscar nomination for julianne moore this year ,0
"is painfully bad , a fourth-rate jim carrey who does n't understand the difference between dumb fun and just plain dumb . ",0
in a movie full of surprises ,0
is instead a cheap cliché ,0
boisterous energy ,0
loved the look of this film ,0
tiresome ugliness ,0
"crudup 's screen presence is the one thing that holds interest in the midst of a mushy , existential exploration of why men leave their families . ",0
"not a film for the faint of heart or conservative of spirit , but for the rest of us -- especially san francisco lovers -- it 's a spirited film and a must-see ",0
i ca n't recommend it . ,0
go hand in hand with talent ,0
huge box-office ,0
"'s an odd show , pregnant with moods , stillborn except as a harsh conceptual exercise ",0
effectiveness ,0
"a film about the irksome , tiresome nature of complacency ",0
", the film is n't nearly as downbeat as it sounds , but strikes a tone that 's alternately melancholic , hopeful and strangely funny . ",0
denuded ,0
appealing character quirks to forgive that still serious problem ,0
this fast-paced ,0
of junk ,0
that first made audiences on both sides of the atlantic love him ,0
"fondness for fancy split-screen , stuttering editing and pompous references to wittgenstein and kirkegaard ",0
intellectual lector in contemplation of the auteur 's professional injuries ,0
a con artist and ,0
"anybody who enjoys quirky , fun , popcorn movies with a touch of silliness and a little ",0
that most frightening of all movies -- a mediocre horror film too bad to be good and too good to be bad ,0
a been-there ,0
the performances are worthwhile . ,0
"dull , ",0
"scotland looks wonderful , ",0
wild comedy ,0
"is funny , insightfully human and ",0
"tired of the whole slo-mo , double-pistoled , ballistic-pyrotechnic hong kong action aesthetic ",0
"lusty , ",0
of the family vacation ,0
the same blueprint ,0
makes little attempt to give voice to the other side ,0
"exhilarating , ",0
is delicately narrated by martin landau and directed with sensitivity and skill by dana janklowicz-mann . ,0
del toro maintains a dark mood that makes the film seem like something to endure instead of enjoy . ,0
france 's most inventive directors ,0
both maintain and dismantle the facades that his genre and his character construct is a wonderous accomplishment of veracity and narrative grace ,0
"human experience -- drama , conflict , tears and surprise -- that it transcends the normal divisions between fiction and nonfiction film ",0
"some kid who ca n't act , only ",0
are acting horribly ,0
"seen ( eddie ) murphy do the genial-rogue shtick to death , but because the plot is equally hackneyed ",0
an intriguing bit ,0
"is n't in this film , which may be why it works as well as it does ",0
gay love stories ,0
disappointingly ,0
gets added disdain for the fact that it is nearly impossible to look at or understand ,0
does n't completely ,0
got me grinning ,0
"for all its brooding quality , ash wednesday is suspenseful and ultimately unpredictable , with a sterling ensemble cast . ",0
refreshingly smart and newfangled ,0
"works because of the universal themes , earnest performances ... and excellent use of music by india 's popular gulzar and jagjit singh . ",0
a bodice-ripper for intellectuals . ,0
transcends their predicament ,0
"there are n't too many films that can be as simultaneously funny , offbeat and heartwarming ( without a thick shmear of the goo , at least ) ",0
mesmerised ,0
the most entertaining bonds in years ,0
"suspend your disbelief here and now , ",0
reign of fire just might go down as one of the all-time great apocalypse movies . ,0
some movies that hit you from the first scene ,0
often shocking but ultimately worthwhile exploration of motherhood and desperate mothers . ,0
emotional intelligence ,0
is a such a brainless flibbertigibbet ,0
-- do n't worry ,0
"the story is -- forgive me -- a little thin , ",0
"a film really has to be exceptional to justify a three hour running time , and this is n't . ",0
efficiency and ,0
"anything except that the chelsea hotel today is populated by whiny , pathetic , starving and untalented artistes ",0
tri lane for what ,0
fuickl u,2
a quietly introspective portrait ,0
the fine star performances ,0
more than a whiff ,0
may take on a striking new significance for anyone who sees the film ,0
engage an audience ,0
it 's just plain lurid when it is n't downright silly . ,0
"that concentrates on people , a project in which the script and characters hold sway ",0
"offers copious hints along the way -- myriad signs , if you will -- that beneath the familiar , funny surface is a far bigger , far more meaningful story than one in which little green men come to earth for harvesting purposes ",0
at once visceral and spiritual ,0
short running ,0
a hokey piece of nonsense that tries too hard to be emotional ,0
has definite weaknesses ,0
food-spittingly ,0
a depressingly retrograde ,0
a flawed but engrossing thriller ,0
"it will be , ",0
of the other ,0
combines the enigmatic features of ` memento ' ,0
a lot smarter and more unnerving than the sequels ,0
"even with all its botches , enigma offers all the pleasure of a handsome and well-made entertainment . ",0
perhaps the best sports movie i 've ever seen . ,0
fairly harmless ,0
the visceral sensation ,0
to the familiar topic of office politics ,0
"talk to her is not the perfect movie many have made it out to be , ",0
"a farrelly brothers-style , down-and-dirty laugher ",0
i 'd take ( its ) earnest errors and hard-won rewards over the bombastic self-glorification of other feel-good fiascos like antwone fisher or the emperor 's club any time . ,0
its generic villains lack any intrigue ( other than their funny accents ) and ,0
"an often watchable , though goofy and lurid , blast of a costume drama set in the late 15th century . ",0
's a fairy tale that comes from a renowned indian film culture that allows americans to finally revel in its splendor ,0
uneven performances and ,0
"like the excruciating end of days , collateral damage presents schwarzenegger as a tragic figure , but sympathy really belongs with any viewer forced to watch him try out so many complicated facial expressions . ",0
that would have been better off staying on the festival circuit ,0
worst titles ,0
are clinically depressed and ,0
"a droll , bitchy frolic which pokes fun at the price of popularity and small-town pretension in the lone star state . ",0
whose meaning and ,0
essentially a collection of bits -- ,0
"deals with its subject matter in a tasteful , intelligent manner , rather than forcing us to endure every plot contrivance that the cliché-riddled genre can offer . ",0
", despite the mild hallucinogenic buzz , is of overwhelming waste ",0
even the corniest and ,0
for an eagerness ,0
by a disastrous ending ,0
overwrought comedy/drama ,0
", contrived sequels ",0
", it does n't disappoint . ",0
the power of strong voices ,0
fascinating profile ,0
makes dover kosashvili 's outstanding feature debut so potent ,0
refreshingly forthright ,0
the film 's cheeky charm ,0
the marvelous verdu ,0
went astray ,0
hampered by taylor 's cartoonish performance and the film 's ill-considered notion ,0
suited to a quiet evening on pbs than a night out at an amc . ,0
eerily accurate ,0
as awful as some of the recent hollywood trip tripe ,0
is terrific ,0
"rather than real figures , elling and kjell bjarne become symbolic characters whose actions are supposed to relate something about the naïf 's encounter with the world . ",0
inactive ,0
an all-around good time ,0
low comedy ,0
what results is the best performance from either in years ,0
to pull together easily accessible stories that resonate with profundity ,0
to savor binoche 's skill ,0
do n't understand what on earth is going on ,0
"the premise of `` abandon '' holds promise , ",0
secretary ,0
once overly old-fashioned in its sudsy ,0
's a bad sign when they 're supposed to be having a collective heart attack ,0
painful ride ,0
the dark theater ,0
"this is surely one of the most frantic , virulent and foul-natured christmas season pics ever delivered by a hollywood studio . ",0
wr crash,0
unrealized ,0
frc,0
obvious . ,0
moments of hilarity ,0
cause you to bite your tongue to keep from laughing at the ridiculous dialog or the oh-so convenient plot twists . ,0
lyne 's stolid remake ,0
turns that ,0
becomes long and tedious like a classroom play in a college history course ,0
memorable experience ,0
the edge of your seat for long stretches ,0
everlasting ,0
stylish psychological thriller ,0
opened it up for all of us ,0
result in a movie that works against itself . ,0
dumb and cheesy ,0
is n't the most edgy piece of disney animation ,0
the greatest date movies ,0
"like most of jaglom 's films , some of it is honestly affecting , ",0
was going to be really awful ,0
clumsy and rushed ,0
we 'd live in if argento 's hollywood counterparts ... had this much imagination and nerve ,0
tinny self-righteousness ,0
has-been ,0
genuinely satisfying ,0
could n't keep my attention ,0
releasing a film with the word ` dog ' in its title in january lends itself to easy jokes and insults ,0
spent watching this waste of time ,0
surprisingly touching ,0
goofball stunts any `` jackass '' fan ,0
silly overkill ,0
a modicum of patience ,0
"to systematically destroy everything we hold dear about cinema , only now it 's begun to split up so that it can do even more damage ",0
report ty,0
"be prescribed than recommended -- as visually bland as a dentist 's waiting room , complete with soothing muzak and a cushion of predictable narrative rhythms ",0
it 's a wonderful life marathons and bored ,0
"is populated by whiny , pathetic , starving and untalented artistes ",0
"this utterly ridiculous shaggy dog story as one of the most creative , energetic and original comedies to hit the screen in years ",0
watery tones ,0
that lacks both a purpose and a strong pulse ,0
mishandle the story 's promising premise of a physician who needs to heal himself ,0
clean-cut ,0
a filmmaker with a bright future ahead of him ,0
"it 's encouraging to see a three-dimensional , average , middle-aged woman 's experience of self-discovery handled with such sensitivity ",0
"schnieder bounces around with limp wrists , wearing tight tummy tops and hip huggers , twirling his hair on his finger and assuming that 's enough to sustain laughs ... ",0
matinee price ,0
be two hours gained ,0
have been worth cheering as a breakthrough ,0
i did n't find much fascination in the swinging . ,0
"devastated by war , famine and poverty and documented the cruelty and suffering he has found with an devastating , eloquent clarity ",0
mushy ,0
is pushed into the margins by predictable plotting and tiresome histrionics ,0
's coherent ,0
struggle tragically to comprehend the chasm of knowledge that 's opened between them ,0
"morrissette has performed a difficult task indeed - he 's taken one of the world 's most fascinating stories and made it dull , lifeless , and irritating . ",0
is painfully formulaic and stilted . ,0
"a sensitive , moving , brilliantly constructed work . ",0
"... spiced with humor ( ' i speak fluent flatula , ' advises denlopp after a rather , er , bubbly exchange with an alien deckhand ) and ",0
"is probably the funniest person in the film , which gives you an idea just how bad it was ",0
from largely flat and uncreative moments ,0
noyce brings out the allegory with remarkable skill ,0
"a sensitive , moving ",0
"an eye-boggling blend of psychedelic devices , special effects and backgrounds , ` spy kids 2 ' is a visual treat for all audiences . ",0
shining performance ,0
are terribly wasted ,0
"`` frailty '' starts out like a typical bible killer story , but it turns out to be significantly different ( and better ) than most films with this theme . ",0
", swimming gets the details right , from its promenade of barely clad bodies in myrtle beach , s.c. , to the adrenaline jolt of a sudden lunch rush at the diner . ",0
a heartfelt story ,0
wish there had been more of the `` queen '' and less of the `` damned ,0
of dead bodies ,0
pushed into the margins ,0
a sexy slip of an earth mother who mourns her tragedies in private and embraces life in public ,0
a provocative piece of work ,0
thought-provoking picture . ,0
superbly acted offbeat thriller ,0
a powerful and deeply moving example of melodramatic moviemaking ,0
several of steven soderbergh 's earlier films were hailed as the works of an artist . ,0
"a solid cast , ",0
"ratliff 's two previous titles , plutonium circus and purgatory county show his penchant for wry , contentious configurations , and this film is part of that delicate canon . ",0
turns the marquis de sade into a dullard ,0
"the wonderfully lush morvern callar is pure punk existentialism , and ms. ramsay and her co-writer , liana dognini , have dramatized the alan warner novel , which itself felt like an answer to irvine welsh 's book trainspotting . ",0
living harmoniously ,0
of outrageous force and craven concealment ,0
as far as mainstream matinee-style entertainment goes ,0
translate well to the screen ,0
as they poorly rejigger fatal attraction into a high school setting ,0
a coming-of-age movie that hollywood would n't have the guts to make . ,0
brosnan 's finest non-bondish performance ,0
suffered through the horrible pains of a death by cancer ,0
meandering and pointless french coming-of-age import ,0
action hero performances ,0
the exuberant openness ,0
urbane sweetness ,0
graham greene 's novel ,0
funny scenes ,0
sparkles ,0
is the awkwardly paced soap opera-ish story ,0
little wit and no surprises ,0
will gratify anyone who has ever suspected hollywood of being overrun by corrupt and hedonistic weasels . ,0
is completely ,0
"though this saga would be terrific to read about , it is dicey screen material that only a genius should touch . ",0
what begins brightly ,0
did n't talk down to them ,0
"an engaging , wide-eyed actress whose teeth are a little too big for her mouth ",0
"this is n't exactly profound cinema , but ",0
wishy-washy ,0
"... plays like a badly edited , 91-minute trailer ( and ) the director ca n't seem to get a coherent rhythm going . ",0
worst harangues ,0
lost the ability to think ,0
an undistinguished rhythm of artificial suspense ,0
lazy tearjerker that gives movies about ordinary folk a bad name ,0
in addition to gluing you to the edge of your seat ,0
fade from memory ,0
's peppered with false starts and populated by characters who are nearly impossible to care about ,0
"seen through the right eyes , with the right actors and with the kind of visual flair that shows what great cinema can really do . ",0
the film is an earnest try at beachcombing verismo ,0
works - mostly due to its superior cast of characters ,0
in mind an ( emotionally at least ) adolescent audience demanding regular shocks and bouts of barely defensible sexual violence to keep it interested ,0
"they will have a showdown , but , by then , your senses are as mushy as peas and ",0
from a philosophical emptiness and maddeningly sedate pacing ,0
"starts slowly , but adrien brody -- in the title role -- helps make the film 's conclusion powerful and satisfying . ",0
one look at a girl in tight pants and big tits and you turn stupid ,0
"uneven , self-conscious but often hilarious spoof . ",0
what a trash pub,1
a nicely understated expression ,0
assumes you are n't very bright ,0
"a different and emotionally reserved type of survival story -- a film less about refracting all of world war ii through the specific conditions of one man , and more about that man ",0
is genuinely witty ,0
some interesting storytelling devices ,0
worthwhile effort ,0
the all-too-familiar dramatic arc of the holocaust escape story ,0
does leave you marveling at these guys ' superhuman capacity to withstand pain ,0
almost perpetually wasted ,0
everything about it from the bland songs to the colorful but flat drawings ,0
"have been benefited from a sharper , cleaner script before it went in front of the camera ",0
rich veins of funny stuff in this movie ,0
the flat dialogue ,0
"do n't judge this one too soon - it 's a dark , gritty story but it takes off in totally unexpected directions and keeps on going . ",0
imagine o. henry 's the gift of the magi relocated to the scuzzy underbelly of nyc 's drug scene . ,0
muddy psychological thriller ,0
"works even without vulgarity , sex scenes , and cussing ",0
is both a snore and utter tripe ,0
's far from fresh-squeezed ,0
"after watching this digital-effects-heavy , supposed family-friendly comedy ",0
much interest ,0
", straining to get by on humor that is not even as daring as john ritter 's glory days on three 's company . ",0
into hokum ,0
"any of these three actresses , nor their characters , deserve ",0
been done before but never so vividly or ,0
in frustration ,0
silly comedy ,0
to a harrison ford low ,0
is simply too overdone . ,0
though this rude and crude film does deliver a few gut-busting laughs ,0
coos beseechingly at you ,0
"their culture 's manic mix of millennial brusqueness and undying , traditional politesse ",0
the gags that fly at such a furiously funny pace that the only rip off that we were aware of was the one we felt when the movie ended so damned soon . ,0
it 's so badly made on every level that i 'm actually having a hard time believing people were paid to make it . ,0
", it 's a film that affirms the nourishing aspects of love and companionship . ",0
it 's sort of in-between ,0
every conceivable mistake a director could make in filming opera ,0
"'s no excuse for following up a delightful , well-crafted family film with a computer-generated cold fish . ",0
its usual worst ,0
the densest distillation of roberts ' movies ever made . ,0
does not make for much of a movie . ,0
taking your expectations and twisting them just a bit ,0
you might as well be watching a rerun ,0
miller has crafted an intriguing story of maternal instincts and misguided acts of affection . ,0
a bowser ,0
"no charm , ",0
"beyond the astute direction of cardoso and beautifully detailed performances by all of the actors , is a note of defiance over social dictates . ",0
"well , jason 's gone to manhattan and hell , i guess a space station in the year 2455 can be crossed off the list of ideas for the inevitable future sequels ( hey , do n't shoot the messenger ) . ",0
good looks ,0
"we can tell what it is supposed to be , but ca n't really call it a work of art . ",0
"in formula -- which is a waste of de niro , mcdormand and the other good actors in the cast ",0
"chomp on jumbo ants , pull an arrow out of his back ",0
find their humor-seeking dollars best spent elsewhere ,0
"turn a larky chase movie into an emotionally satisfying exploration of the very human need to be somebody , and to belong to somebody . ",0
to keep the extremes of screwball farce and blood-curdling family intensity on one continuum ,0
ur mom is fuckin joke,2
"confirms lynne ramsay as an important , original talent in international cinema ",0
twice removed ,0
enough ,0
"the bad sound , the lack of climax and , worst of all , watching seinfeld ( who is also one of the film 's producers ) do everything he can to look like a good guy ",0
integrating the characters in the foreground into the extraordinarily rich landscape ,0
hoped i would -- with moist eyes ,0
being very funny ,0
symbolic examination ,0
unless you 're an absolute raving star wars junkie ,0
"for their acting chops , but for their looks ",0
an ideal ,0
"just as the lousy tarantino imitations have subsided , here comes the first lousy guy ritchie imitation . ",0
"a tactic to cover up the fact that the picture is constructed around a core of flimsy -- or , worse yet , nonexistent -- ideas ",0
brings them to life ,0
a solid cast ,0
you can do no wrong with jason x. ,0
skunk ,0
pleasant enough dish ,0
making reference to other films and trying to be other films ,0
may not rival the filmmaker 's period pieces ,0
evokes ,0
", it 's not very interesting . ",0
makes the film special ,0
's provocative stuff ,0
i ll steaaaal everything from youuu,0
"newcastle , the first half of gangster no. 1 drips with style and , at times , blood ",0
his rental car ,0
"a schmaltzy , by-the-numbers romantic comedy , partly a shallow rumination on the emptiness of success -- and entirely ",0
manically generous ,0
to call this film a lump of coal ,0
you take for granted in most films are mishandled here . ,0
an immensely entertaining look at some of the unsung heroes of 20th century pop music . ,0
consistently intelligent ,0
pornography or documentary ,0
uni-dimensional nonsense machine ,0
"is truly funny , playing a kind of ghandi gone bad ",0
into splatter movies ,0
"lack a strong-minded viewpoint , or a sense of humor . ",0
used manhattan 's architecture in such a gloriously goofy way ,0
bloated ,0
playfully ,0
manual ,0
forgettable effort ,0
jackie chan movies are a guilty pleasure ,0
though it 's not very well shot or composed or edited ,0
